zip_code,utility,home_size_sqft,residents,house_type,ac_level,climate,time_usage_type,total_kwh,hvac_kwh,peak_kwh,offpeak_kwh,bill_usd,carbon_kg,target_bill_usd,predicted_bill_usd,monthly_energy_saving_recommendation,fridge,fridge_kwh,washer,washer_kwh,dryer,dryer_kwh,dishwasher,dishwasher_kwh,ev_charger,ev_charger_kwh,pool_pump,pool_pump_kwh
91730,PG&E,3343,5,detached,low,mountain,morning_peak,648.0,168.0,453.6,194.4,202.92,259.2,189.66,202.92,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,1,25,0,0,1,368,1,87
90001,SCE,1723,3,condo,medium,mountain,off_peak,329.0,304.0,65.8,263.2,69.9,131.6,56.47,69.9,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,1,15,0,0,0,0
90277,SCE,4051,5,apartment,low,desert,off_peak,559.0,315.0,111.8,447.2,110.38,223.6,84.56,110.38,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,1,25,0,0,1,209,0,0
94536,PG&E,4581,1,detached,high,desert,off_peak,865.0,765.0,173.0,692.0,179.35,346.0,148.96,179.35,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,0,0,1,15,0,0,1,85
95814,SDG&E,3301,2,detached,medium,inland,mixed,849.0,432.0,424.5,424.5,247.23,339.6,182.28,247.23,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,1,25,1,15,1,377,0,0
91387,SCE,4117,3,apartment,medium,coastal,off_peak,555.0,380.0,111.0,444.0,109.68,222.0,91.98,109.68,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,1,25,0,0,0,0,1,150
94568,SCE,1573,4,apartment,medium,inland,morning_peak,680.0,480.0,476.0,204.0,192.88,272.0,142.81,192.88,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,0,0,0,0,1,135
94539,PG&E,2641,5,detached,high,inland,evening_peak,975.0,756.0,682.5,292.5,297.75,390.0,245.96,297.75,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,1,15,1,139,0,0
90002,SDG&E,2609,5,apartment,low,coastal,mixed,539.0,210.0,269.5,269.5,163.53,215.6,143.56,163.53,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,0,0,1,289,0,0
92646,SDG&E,3561,5,detached,high,mountain,evening_peak,584.0,504.0,408.8,175.2,201.38,233.6,182.85,201.38,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,1,15,0,0,0,0
90277,SDG&E,1622,4,detached,low,coastal,morning_peak,516.0,200.0,361.2,154.8,180.02,206.4,135.02,180.02,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,0,0,1,251,0,0
92101,SDG&E,3043,5,apartment,medium,mountain,off_peak,546.0,336.0,109.2,436.8,129.38,218.4,102.81,129.38,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,0,0,0,0,1,145
92335,SDG&E,2909,5,apartment,low,desert,mixed,380.0,315.0,190.0,190.0,120.6,152.0,105.67,120.6,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,0,0,0,0,0,0
92335,SDG&E,1223,1,apartment,high,desert,mixed,800.0,765.0,400.0,400.0,234.0,320.0,222.14,234.0,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,1,25,0,0,0,0,0,0
91770,SDG&E,967,4,condo,high,inland,evening_peak,1116.0,720.0,781.2,334.8,368.42,446.4,336.7,368.42,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,1,15,1,316,0,0
94016,PG&E,3185,4,apartment,low,desert,evening_peak,606.0,300.0,424.2,181.8,190.74,242.4,136.07,190.74,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,1,15,1,281,0,0
92646,SDG&E,2525,1,detached,medium,mountain,morning_peak,297.0,272.0,207.9,89.1,111.26,118.8,84.01,111.26,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,1,25,0,0,0,0,0,0
92507,SDG&E,1109,2,condo,medium,mountain,off_peak,558.0,288.0,111.6,446.4,131.83,223.2,96.96,131.83,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,1,25,0,0,1,245,0,0
92335,SDG&E,4613,3,apartment,high,desert,morning_peak,1080.0,855.0,756.0,324.0,357.12,432.0,286.97,357.12,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,0,0,1,15,1,109,1,71
90278,PG&E,2045,4,condo,medium,inland,off_peak,610.0,480.0,122.0,488.0,130.9,244.0,107.26,130.9,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,1,15,0,0,1,50
92612,SDG&E,3988,3,detached,high,inland,mixed,940.0,684.0,470.0,470.0,271.8,376.0,198.14,271.8,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,0,0,1,15,1,241,0,0
95129,PG&E,4157,5,apartment,low,desert,evening_peak,617.0,315.0,431.9,185.1,193.93,246.8,156.71,193.93,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,1,15,1,106,1,141
90003,PG&E,2770,2,detached,medium,mountain,mixed,697.0,288.0,348.5,348.5,189.25,278.8,140.84,189.25,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,1,25,1,15,1,369,0,0
92335,PG&E,908,3,condo,medium,inland,off_peak,615.0,456.0,123.0,492.0,131.85,246.0,100.9,131.85,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,0,0,0,0,1,119
94538,SCE,4710,5,apartment,low,inland,mixed,446.0,252.0,223.0,223.0,114.58,178.4,106.98,114.58,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,1,15,1,114,0,0
94025,PG&E,4161,2,apartment,low,coastal,evening_peak,220.0,180.0,154.0,66.0,78.8,88.0,70.23,78.8,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,1,25,1,15,0,0,0,0
91761,SDG&E,860,4,apartment,low,inland,mixed,491.0,240.0,245.5,245.5,150.57,196.4,108.72,150.57,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,0,0,1,186,0,0
92121,PG&E,2480,5,apartment,low,inland,off_peak,317.0,252.0,63.4,253.6,75.23,126.8,58.36,75.23,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,0,0,0,0,0,0
95014,PG&E,3973,3,detached,medium,desert,mixed,1008.0,570.0,504.0,504.0,267.0,403.2,218.12,267.0,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,0,0,1,15,1,393,0,0
94582,SCE,1570,6,apartment,medium,desert,off_peak,828.0,660.0,165.6,662.4,157.73,331.2,110.43,157.73,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,1,25,0,0,0,0,1,133
91711,SCE,904,4,detached,medium,mountain,mixed,575.0,320.0,287.5,287.5,144.25,230.0,112.33,144.25,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,0,0,1,15,1,210,0,0
92101,PG&E,1927,6,condo,low,desert,morning_peak,370.0,330.0,259.0,111.0,122.3,148.0,115.26,122.3,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,0,0,0,0,0,0
92037,PG&E,1960,6,condo,medium,inland,evening_peak,1012.0,528.0,708.4,303.6,308.48,404.8,281.69,308.48,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,1,25,1,15,1,306,1,138
94085,SCE,4210,4,apartment,high,inland,mixed,735.0,720.0,367.5,367.5,181.05,294.0,155.06,181.05,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,0,0,1,15,0,0,0,0
92335,PG&E,3005,1,detached,medium,inland,off_peak,585.0,408.0,117.0,468.0,126.15,234.0,118.24,126.15,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,1,25,1,15,0,0,1,107
90002,SCE,3054,6,apartment,low,inland,mixed,344.0,264.0,172.0,172.0,91.12,137.6,79.5,91.12,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,1,15,0,0,0,0
94568,SCE,863,5,detached,high,inland,mixed,922.0,756.0,461.0,461.0,224.06,368.8,172.87,224.06,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,1,25,0,0,0,0,1,131
94022,SDG&E,1999,1,apartment,medium,desert,off_peak,643.0,510.0,128.6,514.4,149.17,257.2,124.54,149.17,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,1,15,0,0,1,78
91711,SCE,4579,1,detached,high,inland,mixed,637.0,612.0,318.5,318.5,158.51,254.8,146.14,158.51,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,1,15,0,0,0,0
92677,SDG&E,1460,2,detached,medium,inland,morning_peak,899.0,432.0,629.3,269.7,300.29,359.6,251.89,300.29,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,1,15,1,350,1,62
94568,PG&E,2942,2,detached,low,desert,morning_peak,392.0,270.0,274.4,117.6,128.68,156.8,96.51,128.68,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,0,0,0,0,1,122,0,0
92653,PG&E,1893,1,condo,medium,mountain,off_peak,788.0,272.0,157.6,630.4,164.72,315.2,142.58,164.72,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,0,0,1,15,1,353,1,148
91761,SCE,3386,2,apartment,low,coastal,mixed,474.0,180.0,237.0,237.0,121.02,189.6,113.15,121.02,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,1,15,1,269,0,0
91770,PG&E,4456,1,apartment,medium,desert,off_peak,800.0,510.0,160.0,640.0,167.0,320.0,141.86,167.0,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,1,25,1,15,1,220,0,0
92677,SDG&E,4927,5,apartment,medium,inland,morning_peak,853.0,504.0,597.1,255.9,285.84,341.2,253.71,285.84,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,0,0,1,309,0,0
92618,SDG&E,2247,4,condo,medium,mountain,mixed,503.0,320.0,251.5,251.5,153.81,201.2,136.37,153.81,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,1,25,1,15,1,133,0,0
91711,SCE,3910,1,detached,low,mountain,mixed,597.0,136.0,298.5,298.5,149.31,238.8,131.54,149.31,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,0,0,1,327,1,94
94105,SCE,3872,5,detached,low,inland,off_peak,396.0,252.0,79.2,316.8,81.7,158.4,58.89,81.7,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,1,25,0,0,1,109,0,0
90278,SDG&E,2802,1,apartment,high,coastal,morning_peak,977.0,510.0,683.9,293.1,324.78,390.8,259.86,324.78,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,0,0,1,15,1,313,1,109
94105,PG&E,3783,4,detached,medium,inland,morning_peak,636.0,480.0,445.2,190.8,199.44,254.4,152.3,199.44,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,1,15,0,0,1,76
92024,SCE,1490,6,detached,medium,desert,evening_peak,1026.0,660.0,718.2,307.8,284.92,410.4,209.26,284.92,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,1,25,1,15,1,316,0,0
92037,SCE,3667,4,apartment,low,mountain,off_peak,210.0,160.0,42.0,168.0,48.96,84.0,41.73,48.96,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,1,25,1,15,0,0,0,0
92037,PG&E,1638,4,apartment,high,inland,evening_peak,1050.0,720.0,735.0,315.0,319.5,420.0,226.7,319.5,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,0,0,1,15,1,211,1,104
90278,SDG&E,805,3,detached,high,coastal,morning_peak,640.0,570.0,448.0,192.0,218.96,256.0,195.91,218.96,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,1,25,1,15,0,0,0,0
94105,PG&E,3923,4,detached,medium,inland,evening_peak,550.0,480.0,385.0,165.0,174.5,220.0,123.35,174.5,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,1,25,1,15,0,0,0,0
91770,SCE,2477,5,condo,high,mountain,evening_peak,677.0,504.0,473.9,203.1,192.08,270.8,148.97,192.08,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,1,15,0,0,1,93
94105,SCE,1248,3,condo,low,mountain,off_peak,409.0,152.0,81.8,327.2,83.98,163.6,70.08,83.98,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,0,0,1,167,1,50
95014,SCE,4218,2,apartment,medium,inland,evening_peak,598.0,432.0,418.6,179.4,171.07,239.2,145.83,171.07,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,1,15,0,0,1,141
95814,PG&E,2296,5,apartment,medium,coastal,off_peak,826.0,420.0,165.2,660.8,171.94,330.4,152.62,171.94,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,1,25,1,15,1,199,1,137
92653,SDG&E,4010,6,apartment,medium,desert,morning_peak,1091.0,660.0,763.7,327.3,360.57,436.4,256.63,360.57,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,0,0,0,0,1,354,1,77
94025,SDG&E,2604,3,apartment,medium,desert,evening_peak,580.0,570.0,406.0,174.0,200.12,232.0,164.25,200.12,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,0,0,0,0,0,0
91356,SDG&E,4401,3,detached,low,mountain,morning_peak,315.0,152.0,220.5,94.5,116.91,126.0,94.98,116.91,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,1,25,1,15,0,0,1,123
91387,SDG&E,4035,3,condo,high,coastal,morning_peak,820.0,570.0,574.0,246.0,275.48,328.0,244.87,275.48,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,0,0,1,15,1,115,1,90
91761,SDG&E,3629,1,apartment,high,inland,off_peak,1063.0,612.0,212.6,850.4,234.85,425.2,208.79,234.85,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,0,0,1,15,1,275,1,131
91711,SCE,3899,4,condo,low,desert,off_peak,325.0,300.0,65.0,260.0,69.2,130.0,58.94,69.2,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,1,25,0,0,0,0,0,0
94596,PG&E,1008,3,apartment,low,coastal,evening_peak,307.0,190.0,214.9,92.1,104.03,122.8,90.11,104.03,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,1,25,0,0,0,0,1,62
92507,SDG&E,1837,3,apartment,low,coastal,mixed,404.0,190.0,202.0,202.0,127.08,161.6,110.17,127.08,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,0,0,0,0,1,149
90002,SDG&E,1613,4,apartment,high,inland,off_peak,980.0,720.0,196.0,784.0,217.92,392.0,171.95,217.92,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,0,0,0,0,1,230,0,0
94551,PG&E,4391,2,condo,high,coastal,morning_peak,580.0,540.0,406.0,174.0,183.2,232.0,161.28,183.2,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,1,25,1,15,0,0,0,0
94544,PG&E,1855,6,condo,low,desert,morning_peak,774.0,330.0,541.8,232.2,239.46,309.6,183.64,239.46,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,0,0,0,0,1,368,1,76
90003,SDG&E,4104,3,apartment,high,desert,evening_peak,1308.0,855.0,915.6,392.4,428.71,523.2,330.87,428.71,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,1,25,1,15,1,264,1,119
94539,SCE,2041,5,condo,medium,mountain,evening_peak,437.0,336.0,305.9,131.1,128.24,174.8,121.33,128.24,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,1,25,1,15,0,0,1,51
92612,PG&E,919,3,condo,high,desert,off_peak,1370.0,855.0,274.0,1096.0,275.3,548.0,249.56,275.3,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,1,25,1,15,1,305,1,140
92037,PG&E,3965,1,condo,medium,coastal,off_peak,450.0,340.0,90.0,360.0,100.5,180.0,75.77,100.5,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,1,15,0,0,1,85
91335,SCE,2402,3,detached,low,inland,morning_peak,392.0,228.0,274.4,117.6,116.27,156.8,89.06,116.27,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,0,0,0,0,0,0,1,134
94085,PG&E,4767,1,detached,low,mountain,evening_peak,387.0,136.0,270.9,116.1,127.23,154.8,107.51,127.23,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,0,0,1,241,0,0
92121,PG&E,3133,5,apartment,medium,mountain,off_peak,517.0,336.0,103.4,413.6,113.23,206.8,106.09,113.23,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,1,25,0,0,1,156,0,0
91711,SCE,1780,1,detached,low,coastal,morning_peak,341.0,170.0,238.7,102.3,102.71,136.4,86.16,102.71,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,1,25,0,0,0,0,1,146
92101,SCE,3213,6,condo,medium,desert,morning_peak,1085.0,660.0,759.5,325.5,300.61,434.0,260.17,300.61,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,0,0,1,15,1,380,0,0
92630,SCE,3152,4,detached,high,inland,evening_peak,800.0,720.0,560.0,240.0,224.8,320.0,180.13,224.8,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,1,15,0,0,0,0
94568,SDG&E,1030,2,detached,low,inland,morning_peak,682.0,216.0,477.4,204.6,232.15,272.8,198.28,232.15,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,1,25,1,15,1,275,1,141
94582,PG&E,2061,3,apartment,medium,inland,evening_peak,810.0,456.0,567.0,243.0,249.9,324.0,191.19,249.9,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,1,25,1,15,1,314,0,0
94087,PG&E,4582,5,apartment,low,mountain,mixed,398.0,168.0,199.0,199.0,114.5,159.2,95.0,114.5,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,0,0,1,15,1,105,1,80
95014,PG&E,1869,2,apartment,medium,mountain,off_peak,446.0,288.0,89.2,356.8,99.74,178.4,87.82,99.74,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,1,25,0,0,0,0,1,123
90003,SDG&E,1037,1,detached,low,desert,evening_peak,395.0,255.0,276.5,118.5,142.03,158.0,104.19,142.03,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,0,0,1,15,0,0,1,125
92618,SDG&E,2751,5,detached,medium,coastal,evening_peak,435.0,420.0,304.5,130.5,154.59,174.0,126.56,154.59,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,0,0,1,15,0,0,0,0
92677,SCE,1903,2,detached,low,desert,evening_peak,320.0,270.0,224.0,96.0,97.12,128.0,70.12,97.12,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,1,25,1,15,0,0,0,0
94080,SCE,2912,6,apartment,medium,inland,mixed,952.0,528.0,476.0,476.0,230.96,380.8,167.04,230.96,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,0,0,0,0,1,394,0,0
90003,SCE,2375,4,detached,low,coastal,morning_peak,210.0,200.0,147.0,63.0,67.86,84.0,57.28,67.86,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,0,0,0,0,0,0
94040,SCE,821,2,condo,low,desert,evening_peak,325.0,270.0,227.5,97.5,98.45,130.0,80.67,98.45,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,1,25,0,0,0,0,0,0
91730,SDG&E,2998,5,detached,high,desert,morning_peak,1025.0,945.0,717.5,307.5,339.85,410.0,288.32,339.85,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,1,15,0,0,0,0
92612,PG&E,3956,1,condo,medium,coastal,mixed,541.0,340.0,270.5,270.5,150.25,216.4,109.55,150.25,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,1,25,1,15,1,161,0,0
92612,SDG&E,1668,4,detached,low,mountain,off_peak,357.0,160.0,71.4,285.6,90.83,142.8,67.43,90.83,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,0,0,1,15,1,182,0,0
94087,SCE,3799,5,condo,high,desert,evening_peak,955.0,945.0,668.5,286.5,266.03,382.0,250.79,266.03,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,0,0,0,0,0,0
91761,SDG&E,1051,5,detached,low,coastal,morning_peak,506.0,210.0,354.2,151.8,176.88,202.4,148.74,176.88,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,1,25,1,15,1,256,0,0
92630,PG&E,2372,4,detached,medium,inland,off_peak,783.0,480.0,156.6,626.4,163.77,313.2,134.8,163.77,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,0,0,1,15,1,258,0,0
91770,SDG&E,3646,6,condo,medium,mountain,off_peak,601.0,352.0,120.2,480.8,140.6,240.4,122.19,140.6,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,0,0,1,15,1,126,1,78
94582,SDG&E,1843,3,apartment,low,desert,off_peak,427.0,285.0,85.4,341.6,105.11,170.8,90.05,105.11,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,0,0,1,102,0,0
94544,SDG&E,3246,2,detached,high,inland,evening_peak,1039.0,648.0,727.3,311.7,344.25,415.6,274.53,344.25,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,1,15,1,311,0,0
92653,SCE,1370,1,apartment,medium,desert,off_peak,698.0,510.0,139.6,558.4,134.85,279.2,97.47,134.85,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,0,0,0,0,1,123
94080,PG&E,2576,3,apartment,medium,desert,evening_peak,992.0,570.0,694.4,297.6,302.68,396.8,228.97,302.68,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,0,0,1,341,1,71
94536,SDG&E,2159,2,apartment,medium,mountain,off_peak,566.0,288.0,113.2,452.8,133.46,226.4,105.48,133.46,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,1,25,0,0,1,223,0,0
90001,SDG&E,3264,5,condo,medium,inland,mixed,504.0,504.0,252.0,252.0,154.08,201.6,124.92,154.08,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,0,0,0,0,0,0,0,0
94085,SDG&E,3647,2,apartment,high,inland,mixed,728.0,648.0,364.0,364.0,214.56,291.2,175.73,214.56,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,1,15,0,0,0,0
91356,PG&E,2976,5,detached,high,mountain,evening_peak,881.0,504.0,616.7,264.3,270.49,352.4,233.06,270.49,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,1,25,1,15,1,307,0,0
94040,SCE,2003,5,apartment,medium,desert,off_peak,1073.0,630.0,214.6,858.4,200.85,429.2,162.8,200.85,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,0,0,1,253,1,125
94551,PG&E,4172,6,apartment,low,coastal,evening_peak,747.0,220.0,522.9,224.1,231.63,298.8,198.43,231.63,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,1,25,0,0,1,386,1,116
95129,PG&E,2060,5,detached,medium,mountain,mixed,476.0,336.0,238.0,238.0,134.0,190.4,106.28,134.0,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,0,0,0,0,1,100,0,0
94085,SDG&E,1672,3,detached,low,inland,evening_peak,681.0,228.0,476.7,204.3,231.83,272.4,179.98,231.83,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,1,15,1,373,1,55
94568,PG&E,858,1,detached,low,desert,evening_peak,422.0,255.0,295.4,126.6,137.38,168.8,114.41,137.38,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,1,10,1,25,0,0,0,0,1,102
92024,PG&E,2533,4,apartment,high,mountain,mixed,851.0,480.0,425.5,425.5,227.75,340.4,188.89,227.75,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,0,0,1,15,1,356,0,0
90002,SCE,3723,2,condo,low,mountain,mixed,426.0,144.0,213.0,213.0,109.98,170.4,103.49,109.98,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,0,0,1,15,1,267,0,0
91364,PG&E,4427,5,apartment,low,coastal,mixed,619.0,210.0,309.5,309.5,169.75,247.6,142.16,169.75,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,0,0,1,15,1,269,1,95
94568,SDG&E,3884,1,condo,high,coastal,mixed,666.0,510.0,333.0,333.0,197.82,266.4,168.57,197.82,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,1,25,1,15,0,0,1,116
94087,SCE,4691,6,apartment,medium,mountain,off_peak,590.0,352.0,118.0,472.0,115.84,236.0,85.73,115.84,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,0,0,1,164,1,64
94022,SDG&E,1564,6,detached,medium,mountain,evening_peak,407.0,352.0,284.9,122.1,145.8,162.8,135.13,145.8,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,1,25,0,0,0,0,0,0
94085,PG&E,1924,3,condo,high,inland,mixed,815.0,684.0,407.5,407.5,218.75,326.0,162.09,218.75,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,0,0,0,0,1,121
92507,PG&E,2139,1,condo,low,inland,off_peak,499.0,204.0,99.8,399.2,109.81,199.6,80.77,109.81,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,1,10,0,0,0,0,1,285,0,0
91356,SDG&E,3690,6,condo,low,coastal,evening_peak,391.0,220.0,273.7,117.3,140.77,156.4,104.13,140.77,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",1,30,0,0,0,0,0,0,1,141,0,0
94544,PG&E,3792,3,detached,medium,inland,off_peak,496.0,456.0,99.2,396.8,109.24,198.4,100.11,109.24,"Reduce HVAC usage, unplug unused appliances, shift usage to off-peak",0,0,0,0,1,25,1,15,0,0,0,0
